Policy_ID,Customer_ID,Product_ID,Agent_ID,Policy_Start_Date,Policy_End_Date,Premium_Amount,Sum_Assured,Policy_Status,Payment_Mode,Renewal_Status,Region_ID
POL0010405,C008715,P002,A0045,2022-08-29,2023-08-29,26223.75,629862.41,Active,Quarterly,Renewed,R002
POL0010406,C003934,P002,,2021-07-09,2023-07-09,25225,205453.7,Active,Monthly,Renewed,R002
POL0010407,C011181,P003,A0007,2023-03-29,2024-03-28,38495.4,1127557.88,Cancelled,Annual,Renewed,R006
POL0010408,C008537,P002,A0081,2021-04-01,2023-04-01,28690.83,885125.51,Expired,Annual,Not Renewed,R005
POL0010409,C014653,P001,A0078,2023-05-13,2024-05-12,25349.8,725673.09,Cancelled,Annual,Renewed,R002
POL0010410,C002513,P001,A0022,2021-11-20,2022-11-20,24190.23,809631.08,Active,Quarterly,Renewed,R002
POL0010411,C003134,P006,A0137,2023-06-15,2024-06-14,65320.13,1687376.92,Expired,Annual,Renewed,R003
POL0010412,C009316,P004,A0083,2023-11-30,2024-11-29,10558.87,112619.8,Active,Annual,Renewed,R005
POL0010413,C010157,P003,A0041,2021-08-14,2022-08-14,34429.41,798338.57,Active,Quarterly,Not Renewed,R002
POL0010414,C003825,P002,A0057,2023-03-04,2024-03-03,36239.8,988442.4,Active,Quarterly,Renewed,R004
POL0010415,C009918,P002,A0055,2021-04-20,2022-04-20,20705.1,570985.51,Active,Annual,Renewed,R006
POL0010416,C009639,P001,A0096,2024-11-28,2025-05-27,27768.93,613537.69,Cancelled,Annual,Renewed,R004
POL0010417,C012028,P001,A0097,2021-10-07,2022-10-07,22266.63,376417.72,Active,Annual,Not Renewed,R004
POL0010418,C000898,P002,A0148,2025-08-14,2026-08-14,15829.94,445422.79,Expired,Annual,Renewed,R001
POL0010419,C009419,P003,A0001,2024-08-17,2025-08-17,28330.7,417848.36,Active,Quarterly,Renewed,R003
POL0010420,C008268,P003,A0136,2022-01-25,2023-01-25,44116.71,810830.33,Expired,Annual,Not Renewed,R001
POL0010421,C005764,P001,A0077,2023-08-31,2024-08-30,14512.48,164734.87,Active,Annual,Not Renewed,R006
POL0010422,C004629,P001,A0117,2022-09-25,2024-09-24,21257.38,651516.2,Active,Annual,Renewed,R003
POL0010423,C006438,P004,A0080,2026-02-04,2028-02-04,8483.8,269530.45,Active,Annual,Renewed,R005
POL0010424,C011781,P002,A0040,2024-09-06,2025-09-06,18644.61,158945.9,Expired,Annual,Renewed,R001
POL0010425,C011650,P003,A0075,2025-02-13,2026-02-13,40269.17,1078911.38,Active,Annual,Not Renewed,R003
POL0010426,C011707,P003,A0148,2025-01-19,2026-01-19,24166.37,778665.38,Cancelled,Annual,Not Renewed,R006
POL0010427,C000675,P004,A0101,2022-11-13,2023-11-13,7196.85,114105.76,Active,Annual,Not Renewed,R003
POL0010428,C010364,P001,A0101,2025-01-06,2026-01-06,18076.36,417067.82,Expired,Annual,Renewed,R006
POL0010429,C011299,P002,A0080,2023-10-13,2024-10-12,20735.15,613198.05,Expired,Quarterly,Renewed,R001
POL0010430,C014170,P005,A0079,2022-06-05,2024-06-04,28365.59,569534.61,Active,Annual,Not Renewed,R001
POL0010431,C014862,P002,A0114,2021-01-17,2022-01-17,20194.2,271409.21,Active,Monthly,Not Renewed,R006
POL0010432,C011062,P002,A0019,2024-05-31,2025-05-31,26867.82,233061.82,Active,Monthly,Not Renewed,R002
POL0010433,C008489,P006,A0091,2024-10-06,2025-10-06,63825.78,755386.01,Active,Annual,Not Renewed,R003
POL0010434,C011607,P002,A0082,2025-05-25,2026-05-25,16078.03,175785.65,Active,Quarterly,Not Renewed,R004
POL0010435,C001121,P002,A0139,2025-09-04,2026-09-04,33600.48,723909.06,Active,Quarterly,Not Renewed,R002
POL0010436,C001229,P001,A0134,2022-08-09,2024-08-08,25876.69,448459.98,Active,Annual,Renewed,R005
POL0010437,C005657,P002,A0121,2024-11-14,2025-11-14,27894.36,368144.62,Active,Annual,Renewed,R002
POL0010438,C011858,P005,A0082,2025-10-09,2026-10-09,61315.5,1299146.22,Active,Quarterly,Renewed,R006
POL0010439,C005372,P001,A0007,2022-10-03,2023-10-03,27860.25,508563.5,Expired,Monthly,Renewed,R002
POL0010440,C011413,P001,A0087,2021-01-24,2021-07-23,13096.16,149279.53,Expired,Monthly,Renewed,R003
POL0010441,C003558,P006,A0098,2022-10-02,2023-10-02,83395.2,2477175.39,Cancelled,Quarterly,Not Renewed,R006
POL0010442,C009074,P006,A0013,2024-02-13,2025-02-12,57754.4,1309413.54,Active,Quarterly,Renewed,R006
POL0010443,C006745,P002,A0129,2021-05-16,2022-05-16,28740.07,290192.77,Active,Annual,Not Renewed,R003
POL0010444,C012082,P001,A0139,2025-06-07,2026-06-07,16689.23,567898.02,Active,Monthly,Renewed,R004
POL0010445,C008256,P006,A0062,2022-06-26,2022-12-23,48187.28,1471425.47,Cancelled,Annual,Renewed,R004
POL0010446,C003701,P001,A0096,2023-01-18,2024-01-18,25731.06,325851.14,Active,Annual,Renewed,R003
POL0010447,C001164,P003,A0141,2024-01-27,2025-01-26,40808.67,431138.72,Expired,Annual,Renewed,R006
POL0010448,C000031,P002,A0060,2023-12-04,2024-12-03,33826.91,391832.5,Active,Quarterly,Renewed,R005
POL0010449,C006732,P001,A0146,2022-04-22,2022-10-19,12288.33,264555.8,Active,Annual,Renewed,R001
POL0010450,C014836,P002,A0050,2021-05-10,2022-05-10,36571.8,563068.9,Expired,Annual,Not Renewed,R002
POL0010451,C008351,P002,A0125,2023-05-28,2024-05-27,28645.46,270752.56,Active,Annual,Renewed,R003
POL0010452,C006787,P004,A0100,2025-10-14,2026-10-14,8760.16,113058.1,Active,Annual,Renewed,R006
POL0010453,C008994,P005,A0074,2021-01-08,2022-01-08,29404.46,377717.71,Active,Annual,Renewed,R002
POL0010454,C005626,P001,A0110,2021-03-20,2022-03-20,18816.21,196897.63,Expired,Annual,Renewed,R003
POL0010455,C012507,P001,A0103,2022-12-27,2023-12-27,20025.58,292620.34,Active,Quarterly,Not Renewed,R003
POL0010456,C003119,P002,A0106,2022-05-29,2023-05-29,34413.54,861614.95,Active,Monthly,Renewed,R002
POL0010457,C005525,P002,A0146,2023-11-13,2024-11-12,17233.56,158692.89,Expired,Annual,Not Renewed,R006
POL0010458,C013333,P002,A0058,2024-07-20,2025-07-20,24272.17,284571.6,Active,Annual,Not Renewed,R001
POL0010459,C000769,P001,A0040,2022-08-12,2023-08-12,18573.73,383544.39,Active,Monthly,Renewed,R003
POL0010460,C014109,P002,A0122,2022-06-06,2023-06-06,29784.52,638003.76,Active,Annual,Renewed,R004
POL0010461,C008655,P002,A0099,2021-08-22,2022-08-22,31144.76,872178.76,Active,Annual,Renewed,R006
POL0010462,C007198,P001,A0112,2024-07-03,2025-07-03,21410.37,651323.05,Active,Quarterly,Not Renewed,R003
POL0010463,C000197,P001,A0099,2021-04-03,2022-04-03,21750.82,177096.16,Active,Monthly,Renewed,R002
POL0010464,C013015,P003,A0072,2025-08-08,2026-08-08,21645.51,274923.41,Expired,Monthly,Renewed,R003
POL0010465,C009396,P001,A0020,2022-08-10,2023-08-10,18461.07,382078.41,Active,Annual,Renewed,R003
POL0010466,C005742,P003,A0096,2021-12-18,2022-12-18,31485.92,318986.63,Active,Quarterly,Not Renewed,R003
POL0010467,C002306,P001,A0059,2022-09-13,2023-09-13,18391.87,197334.2,Expired,Annual,Not Renewed,R004
POL0010468,C012356,P001,A0080,2026-02-04,2027-02-04,21571.96,173778.02,Active,Quarterly,Renewed,R004
POL0010469,C002618,P006,A0121,2026-01-26,2027-01-26,83344.57,2175568.45,Active,Annual,Not Renewed,R006
POL0010470,C013442,P005,A0032,2023-12-01,2025-11-30,44562.12,760667.81,Expired,Monthly,Renewed,R004
POL0010471,C007898,P002,A0047,2024-03-03,2024-08-30,21274.53,229811.19,Expired,Annual,Renewed,R001
POL0010472,C003745,P002,A0136,2021-11-25,2022-11-25,19160.95,602522.98,Expired,Quarterly,Not Renewed,R003
POL0010473,C003183,P003,A0066,2024-12-02,2025-12-02,29416.74,999260.9,Expired,Annual,Renewed,R002
POL0010474,C012508,P004,A0078,2023-02-13,2024-02-13,9181.7,314187.63,Expired,Quarterly,Not Renewed,R005
POL0010475,C004675,P004,A0140,2022-07-31,2023-01-27,5131.77,147988.34,Active,Quarterly,Not Renewed,R006
POL0010476,C006366,P003,A0016,2022-02-16,2023-02-16,32026.55,827745.67,Expired,Annual,Renewed,R001
POL0010477,C008615,P001,A0065,2022-05-08,2024-05-07,22169.39,192312.3,Active,Annual,Renewed,R001
POL0010478,C001531,P004,A0051,2024-12-11,2025-12-11,7452.76,65550.07,Active,Annual,Not Renewed,R005
POL0010479,C010185,P004,A0128,2022-07-07,2023-07-07,6345.11,89286.82,Expired,Monthly,Renewed,R002
POL0010480,C010644,P001,A0118,2025-07-15,2026-07-15,11916.43,404204.36,Cancelled,Annual,Renewed,R003
POL0010481,C013736,P001,A0148,2024-09-24,2025-09-24,21194.93,670218.06,Expired,Annual,Renewed,R001
POL0010482,C004817,P001,A0050,2024-01-26,2025-01-25,19032.27,187478.88,Active,Monthly,Renewed,R001
POL0010483,C012585,P001,A0103,2021-09-07,2023-09-07,16874.96,319376.85,Expired,Annual,Renewed,R004
POL0010484,C003190,P001,A0073,2023-06-13,2024-06-12,17465.38,308326.28,Expired,Annual,Not Renewed,R003
POL0010485,C009108,P001,A0116,2023-11-25,2024-11-24,14224.78,355184.55,Active,Annual,Renewed,R004
POL0010486,C009038,P002,A0139,2023-09-27,2024-03-25,24452.42,198565.2,Cancelled,Annual,Renewed,R003
POL0010487,C012942,P003,A0023,2024-01-28,2025-01-27,43164.32,1283991.37,Expired,Annual,Renewed,R006
POL0010488,C007679,P001,A0043,2022-05-20,2023-05-20,24117.58,486867.4,Active,Quarterly,Renewed,R002
POL0010489,C012605,P006,A0131,2021-03-01,2022-03-01,49736.88,1425526.21,Expired,Annual,Renewed,R004
POL0010490,C004651,P004,A0141,2021-07-08,2022-07-08,6359.92,73436.33,Expired,Quarterly,Renewed,R006
POL0010491,C011971,P002,A0005,2024-02-22,2025-02-21,23160.62,287673.88,Expired,Monthly,Renewed,R002
POL0010492,C009594,P001,A0084,2024-07-23,2025-07-23,26766.71,525369.74,Active,Annual,Renewed,R005
POL0010493,C002880,P003,A0088,2025-07-30,2026-07-30,29433.08,809627.37,Active,Quarterly,Renewed,R004
POL0010494,C007427,P001,A0107,2022-07-19,2023-01-15,13483.26,374410.41,Expired,Annual,Not Renewed,R003
POL0010495,C011768,P001,A0102,2024-02-09,2026-02-08,25856.19,790090.44,Active,Monthly,Renewed,R005
POL0010496,C014990,P002,A0082,2021-02-20,2022-02-20,31292.46,745260.86,Active,Annual,Renewed,R005
POL0010497,C005240,P004,A0028,2023-04-11,2024-04-10,5042.21,42621.92,Active,Quarterly,Renewed,R005
POL0010498,C012489,P002,A0052,2022-11-14,2023-11-14,34702.64,603867.63,Active,Monthly,Renewed,R006
POL0010499,C014881,P001,A0147,2025-04-05,2026-04-05,25830.48,792855.49,Expired,Annual,Renewed,R001
POL0010500,C008116,P001,A0048,2023-08-31,2024-08-30,15916.98,267226.93,Active,Monthly,Renewed,R004
POL0010501,C012944,P002,A0087,2023-02-14,2024-02-14,16864.08,533818.46,Active,Annual,Not Renewed,R002
POL0010502,C012743,P002,A0131,2023-09-30,2024-09-29,28950.41,762408.24,Expired,Monthly,Renewed,R001
POL0010503,C003292,P001,A0105,2024-03-13,2025-03-13,18751.49,603746.81,Active,Annual,Renewed,R006
POL0010504,C010028,P002,A0015,2021-08-13,2022-08-13,36608.9,733893.26,Expired,Quarterly,Not Renewed,R006
POL0010505,C009054,P001,A0129,2025-02-06,2026-02-06,20417.15,385962.59,Active,Annual,Not Renewed,R006
POL0010506,C008252,P005,A0033,2021-07-03,2022-07-03,43550.42,486286.74,Active,Annual,Renewed,R005
POL0010507,C010684,P001,A0060,2023-02-28,2023-08-27,22243.39,481622.95,Cancelled,Monthly,Not Renewed,R001
POL0010508,C000922,P001,A0140,2022-09-15,2023-09-15,24706.77,844368.1,Active,Annual,Not Renewed,R003
POL0010509,C008944,P002,A0001,2022-07-10,2023-07-10,36370.58,848224.07,Active,Annual,Renewed,R005
POL0010510,C009383,P004,A0045,2024-07-09,2025-07-09,10286.39,167147.34,Expired,Annual,Renewed,R004
POL0010511,C006452,P002,A0083,2025-04-08,2027-04-08,25369.59,787504.77,Expired,Monthly,Not Renewed,R006
POL0010512,C009147,P004,A0002,2023-07-10,2024-07-09,9068.48,286697.69,Active,Monthly,Renewed,R004
POL0010513,C001242,P001,A0124,2024-04-30,2025-04-30,27579.69,848469.76,Expired,Monthly,Renewed,R002
POL0010514,C000423,P002,A0005,2023-03-26,2024-03-25,15788.4,320810.66,Expired,Annual,Renewed,R004
POL0010515,C003786,P006,A0123,2025-07-10,2026-07-10,38703.17,773801.11,Expired,Annual,Not Renewed,R004
POL0010516,C009830,P004,A0112,2021-11-06,2022-11-06,7003.75,204220.29,Expired,Monthly,Renewed,R003
POL0010517,C009170,P001,A0109,2023-06-11,2024-06-10,20806.37,429285.84,Active,Quarterly,Renewed,R006
POL0010518,C000284,P006,A0075,2021-03-21,2021-09-17,78582.58,2613243.4,Expired,Quarterly,Renewed,R001
POL0010519,C006057,P005,A0115,2022-08-25,2023-02-21,28872.6,552262.98,Cancelled,Annual,Not Renewed,R006
POL0010520,C008744,P001,A0047,2024-12-31,2025-12-31,20180.24,314166.51,Active,Quarterly,Renewed,R001
POL0010521,C012541,P003,A0130,2022-08-25,2023-08-25,21965.62,271525.02,Active,Annual,Not Renewed,R002
POL0010522,C007684,P004,A0081,2023-10-26,2024-10-25,10845.9,313041.33,Expired,Monthly,Not Renewed,R002
POL0010523,C003727,P001,A0059,2025-01-21,2026-01-21,26518.45,738394.67,Active,Annual,Renewed,R002
POL0010524,C009877,P001,A0015,2021-01-12,2022-01-12,24858.23,688835.99,Active,Quarterly,Renewed,R004
POL0010525,C007503,P002,A0051,2021-05-05,2022-05-05,16779.54,155078.73,Active,Monthly,Renewed,R006
POL0010526,C010803,P001,A0057,2023-02-27,2024-02-27,24330.2,800455.22,Cancelled,Annual,Renewed,R003
POL0010527,C010300,P005,A0045,2022-03-29,2023-03-29,36347.12,919258.72,Active,Monthly,Renewed,R002
POL0010528,C013388,P003,A0080,2021-02-19,2022-02-19,25489.41,746788.7,Expired,Quarterly,Renewed,R006
POL0010529,C010437,P001,A0079,2022-10-26,2023-04-24,24561.67,396533.26,Expired,Monthly,Not Renewed,R004
POL0010530,C014915,P001,A0017,2023-10-07,2024-10-06,12421.8,335892.28,Cancelled,Quarterly,Renewed,R003
POL0010531,C011719,P001,A0004,2022-01-29,2024-01-29,24407.41,770028.75,Expired,Annual,Renewed,R002
POL0010532,C003530,P002,A0132,2024-09-02,2025-09-02,34501.25,949553.68,Active,Annual,Not Renewed,R005
POL0010533,C005570,P004,A0100,2025-11-22,2026-11-22,6344.81,79300.94,Active,Annual,Renewed,R006
POL0010534,C004875,P001,A0111,2022-04-02,2024-04-01,12192.63,332843.91,Active,Annual,Renewed,R005
POL0010535,C005922,P002,A0015,2023-11-03,2024-11-02,27427.13,557712.08,Active,Quarterly,Renewed,R005
POL0010536,C003117,P005,A0089,2022-12-29,2023-12-29,59976.28,640567.06,Active,Annual,Renewed,R001
POL0010537,C006805,P001,A0120,2021-11-13,2022-11-13,21825.28,525643.86,Active,Annual,Renewed,R001
POL0010538,C014723,P004,A0126,2023-07-04,2024-07-03,5542.1,144733.05,Active,Quarterly,Not Renewed,R006
POL0010539,C001718,P004,A0137,2025-01-02,2026-01-02,9825.19,84998.6,Active,Annual,Renewed,R006
POL0010540,C002858,P001,A0015,2023-11-12,2024-11-11,25481.64,680351.44,Expired,Annual,Renewed,R006
POL0010541,C009047,P001,A0045,2022-12-07,2023-12-07,22608.68,438615.08,Expired,Annual,Renewed,R003
POL0010542,C004402,P001,A0131,2023-10-22,2024-10-21,14740.76,269744.5,Active,Monthly,Not Renewed,R002
POL0010543,C003980,P006,A0124,2025-01-14,2026-01-14,44350.8,1216651.61,Active,Annual,Not Renewed,R006
POL0010544,C008378,P003,A0101,2023-12-20,2024-12-19,24634.46,823717.26,Expired,Annual,Renewed,R004
POL0010545,C001569,P006,A0031,2025-05-07,2026-05-07,74304.5,1424162.19,Expired,Annual,Renewed,R003
POL0010546,C002436,P002,A0009,2021-07-08,2022-07-08,27227.99,484921.15,Active,Monthly,Renewed,R002
POL0010547,C012486,P003,A0139,2023-06-08,2024-06-07,21366.95,643312.41,Active,Monthly,Renewed,R001
POL0010548,C007025,P002,A0010,2024-01-26,2025-01-25,22359.22,738355.44,Active,Annual,Renewed,R006
POL0010549,C005590,P003,A0099,2025-12-22,2027-12-22,32130.07,916828.39,Expired,Monthly,Not Renewed,R004
POL0010550,C009161,P005,A0090,2021-01-23,2021-07-22,45497.41,370189.35,Expired,Annual,Renewed,R001
POL0010551,C008864,P003,A0100,2022-01-25,2023-01-25,42141.32,461539.12,Expired,Annual,Not Renewed,R001
POL0010552,C008961,P006,A0119,2026-02-18,2027-02-18,66180.78,1414174.57,Active,Annual,Renewed,R002
POL0010553,C004344,P005,A0105,2022-01-06,2023-01-06,44445.19,1526787.88,Cancelled,Quarterly,Renewed,R004
POL0010554,C004198,P002,A0094,2024-12-23,2025-12-23,30341.54,487364.24,Active,Monthly,Renewed,R006
POL0010555,C001451,P001,A0015,2024-08-21,2026-08-21,22713.67,771052.86,Active,Annual,Renewed,R001
POL0010556,C010426,P004,A0048,2022-05-26,2024-05-25,5478.45,155286.24,Active,Annual,Renewed,R003
POL0010557,C014564,P006,A0053,2025-07-02,2026-07-02,85172.64,2336271.49,Expired,Annual,Renewed,R004
POL0010558,C004869,P002,A0006,2024-08-09,2025-08-09,30355.87,570098.57,Active,Quarterly,Renewed,R005
POL0010559,C009123,P001,A0033,2023-11-08,2024-11-07,20805.21,228497.19,Expired,Quarterly,Renewed,R004
POL0010560,C001015,P004,A0107,2023-03-29,2024-03-28,5121.48,91341.95,Expired,Monthly,Renewed,R004
POL0010561,C001976,P006,A0135,2021-12-23,2023-12-23,55098.92,1183590.26,Expired,Monthly,Renewed,R001
POL0010562,C008430,P001,A0071,2023-01-07,2024-01-07,20765.54,666191.65,Expired,Monthly,Not Renewed,R002
POL0010563,C010132,P004,A0087,2024-06-04,2024-12-01,5944.63,178434.69,Active,Annual,Not Renewed,R002
POL0010564,C002718,P001,A0045,2024-06-06,2026-06-06,12371.45,219227.39,Expired,Monthly,Not Renewed,R001
POL0010565,C009345,P001,A0101,2025-09-15,2026-09-15,24275.33,342505.11,Active,Monthly,Renewed,R006
POL0010566,C002287,P004,A0041,2021-09-17,2023-09-17,5648.66,124931.34,Expired,Annual,Renewed,R003
POL0010567,C010675,P002,A0070,2025-02-16,2026-02-16,36789.92,1274132.45,Active,Quarterly,Renewed,R001
POL0010568,C014142,P003,A0063,2024-08-04,2026-08-04,45956.41,379443.78,Active,Annual,Renewed,R006
POL0010569,C006244,P001,A0001,2025-12-12,2026-12-12,11949.61,142097.73,Expired,Annual,Renewed,R002
POL0010570,C005046,P002,A0002,2024-04-14,2025-04-14,33089.96,962968.78,Active,Annual,Renewed,R001
POL0010571,C002042,P003,A0102,2021-11-08,2022-05-07,33533.68,499018.74,Active,Monthly,Not Renewed,R003
POL0010572,C014898,P003,A0096,2022-08-20,2023-08-20,31476.46,389268.06,Expired,Monthly,Renewed,R005
POL0010573,C004059,P001,A0067,2025-02-01,2027-02-01,19949.53,187871.15,Expired,Monthly,Renewed,R004
POL0010574,C006970,P001,A0087,2021-02-15,2022-02-15,20691.56,558224.69,Expired,Monthly,Renewed,R004
POL0010575,C005519,P001,A0063,2025-07-20,2026-07-20,23936.29,211999.82,Expired,Annual,Renewed,R006
POL0010576,C012866,P005,A0044,2022-06-22,2023-06-22,60305.98,1796039.43,Active,Annual,Not Renewed,R002
POL0010577,C004361,P002,A0118,2024-10-16,2025-10-16,35208.6,1141342.01,Active,Quarterly,Not Renewed,R002
POL0010578,C004008,P001,A0094,2021-08-08,2022-08-08,23148.93,252259.18,Expired,Quarterly,Renewed,R002
POL0010579,C006176,P001,A0042,2021-12-10,2022-12-10,21408.81,175741.68,Active,Annual,Not Renewed,R003
POL0010580,C011013,P001,A0058,2021-01-15,2022-01-15,19842.07,645581.5,Active,Annual,Renewed,R005
POL0010581,C000163,P004,A0103,2024-01-23,2025-01-22,7062.36,225624.11,Expired,Annual,Renewed,R003
POL0010582,C012233,P004,A0135,2023-05-17,2025-05-16,9739.28,83150.4,Active,Annual,Renewed,R005
POL0010583,C008751,P002,A0048,2026-03-01,2027-03-01,31101.24,538653.88,Cancelled,Annual,Renewed,R001
POL0010584,C005768,P002,A0075,2025-05-21,2025-11-17,18829.41,513975.58,Cancelled,Quarterly,Renewed,R001
POL0010585,C014275,P001,A0050,2023-02-16,2024-02-16,22462.9,355856.85,Active,Monthly,Renewed,R003
POL0010586,C010876,P006,A0060,2022-04-30,2024-04-29,45330.52,1294237.45,Expired,Quarterly,Renewed,R005
POL0010587,C010947,P004,A0149,2024-05-13,2025-05-13,4713.75,99097.83,Active,Quarterly,Renewed,R006
POL0010588,C005443,P003,A0017,2021-01-31,2022-01-31,39832.18,690287.89,Active,Annual,Not Renewed,R005
POL0010589,C004449,P002,A0036,2025-04-22,2027-04-22,28192.78,296131.69,Active,Monthly,Renewed,R006
POL0010590,C003068,P002,A0074,2022-01-13,2023-01-13,31166.69,350458.09,Expired,Monthly,Renewed,R001
POL0010591,C014512,P001,A0014,2025-08-30,2026-08-30,25492.17,405602.13,Expired,Annual,Not Renewed,R001
POL0010592,C012256,P001,A0149,2024-06-24,2025-06-24,19309.48,169097.51,Expired,Annual,Renewed,R003
POL0010593,C011102,P004,A0072,2023-08-03,2024-08-02,6501.96,95013.98,Active,Annual,Renewed,R005
POL0010594,C005291,P002,A0051,2023-05-05,2024-05-04,29493.28,254894.39,Expired,Quarterly,Renewed,R001
POL0010595,C003151,P002,A0064,2023-08-25,2024-08-24,16281.05,350876.29,Expired,Annual,Renewed,R005
POL0010596,C003294,P001,A0006,2026-01-29,2026-07-28,21345.42,591589.04,Expired,Annual,Renewed,R004
POL0010597,C002234,P005,A0030,2024-05-07,2025-05-07,30207.02,819115.38,Expired,Quarterly,Renewed,R002
POL0010598,C001859,P002,A0056,2023-12-11,2024-12-10,31765.31,990509.82,Active,Quarterly,Not Renewed,R005
POL0010599,C001629,P006,A0102,2024-11-20,2025-11-20,52704.2,560099,Active,Quarterly,Renewed,R001
POL0010600,C000022,P004,A0066,2021-02-27,2021-08-26,9523,249701.37,Expired,Annual,Renewed,R006
POL0010601,C007275,P001,A0064,2022-12-22,2023-12-22,19461.98,584916.91,Expired,Annual,Renewed,R002
POL0010602,C010200,P004,A0081,2021-07-15,2022-07-15,5281.09,173391.55,Active,Quarterly,Renewed,R001
POL0010603,C011511,P006,A0100,2022-12-18,2023-12-18,59152.99,1735773.6,Active,Monthly,Renewed,R001
POL0010604,C013418,P003,A0072,2025-11-02,2026-11-02,31855.77,709607.02,Expired,Quarterly,Renewed,R006
POL0010605,C010994,P001,A0065,2022-10-01,2023-03-30,13440.34,270943.11,Active,Annual,Renewed,R004
POL0010606,C009202,P002,A0133,2023-09-03,2024-09-02,33133.28,606581.65,Active,Quarterly,Renewed,R001
POL0010607,C004351,P001,A0049,2024-05-09,2025-05-09,20601.78,595254.71,Expired,Annual,Renewed,R003
POL0010608,C006156,P004,A0038,2024-04-06,2025-04-06,7665.6,224132.97,Expired,Quarterly,Renewed,R004
POL0010609,C008512,P001,A0123,2021-06-28,2022-06-28,22350.47,721878.84,Expired,Quarterly,Renewed,R006
POL0010610,C006653,P003,A0127,2021-10-01,2022-10-01,34911.5,311777.58,Cancelled,Monthly,Renewed,R006
POL0010611,C005604,P003,A0048,2021-09-27,2022-09-27,41184.51,1302339.72,Active,Monthly,Not Renewed,R003
POL0010612,C011651,P006,A0061,2021-02-08,2021-08-07,82322.34,739670.27,Cancelled,Annual,Renewed,R001
POL0010613,C005133,P001,A0120,2025-08-20,2026-08-20,17087.73,353757.17,Expired,Quarterly,Renewed,R002
POL0010614,C011360,P003,A0048,2023-04-02,2024-04-01,42768.59,1152542.42,Expired,Quarterly,Renewed,R003
POL0010615,C013065,P004,A0068,2022-02-19,2024-02-19,6100.27,125399.67,Active,Annual,Not Renewed,R006
POL0010616,C000414,P001,A0106,2022-03-26,2023-03-26,26810.56,647224.57,Expired,Annual,Not Renewed,R004
POL0010617,C013279,P001,A0101,2024-03-09,2025-03-09,27295.88,420990.3,Active,Annual,Renewed,R001
POL0010618,C010411,P001,A0083,2021-11-21,2023-11-21,16028.11,311428.14,Expired,Annual,Renewed,R001
POL0010619,C000268,P006,A0118,2021-10-27,2022-10-27,56644.55,1005937.48,Expired,Annual,Not Renewed,R004
POL0010620,C010327,P006,A0025,2021-09-20,2022-03-19,39432.37,557920.13,Cancelled,Quarterly,Not Renewed,R002
POL0010621,C012345,P003,A0122,2021-11-03,2022-05-02,29295.92,243995.69,Active,Annual,Renewed,R005
POL0010622,C011984,P002,A0097,2025-10-04,2026-10-04,18406.29,414994.06,Active,Annual,Renewed,R003
POL0010623,C004347,P005,A0091,2024-07-18,2025-07-18,26383.01,529598.12,Expired,Quarterly,Renewed,R003
POL0010624,C007155,P004,A0001,2023-12-24,2024-12-23,7508.36,82343.1,Active,Quarterly,Not Renewed,R003
POL0010625,C007056,P003,A0014,2022-02-21,2023-02-21,27029.49,685199.69,Active,Annual,Renewed,R001
POL0010626,C003413,P006,A0036,2022-04-21,2023-04-21,81324.48,1716715.21,Active,Annual,Renewed,R003
POL0010627,C003812,P006,A0014,2024-03-25,2025-03-25,66856.64,1984507.51,Expired,Monthly,Renewed,R006
POL0010628,C006202,P004,A0017,2022-08-03,2023-08-03,6489.97,81754.05,Active,Quarterly,Renewed,R004
POL0010629,C002190,P006,A0136,2021-08-31,2022-02-27,76977.94,2018688.82,Expired,Monthly,Renewed,R006
POL0010630,C013702,P002,A0006,2023-04-23,2024-04-22,23494.09,196503.79,Expired,Annual,Renewed,R001
POL0010631,C005576,P006,A0146,2021-07-02,2022-07-02,71225.86,1817311.56,Expired,Monthly,Renewed,R006
POL0010632,C014164,P001,A0085,2024-06-23,2025-06-23,26498.68,565831.86,Active,Quarterly,Not Renewed,R003
POL0010633,C007834,P005,A0075,2023-01-01,2024-01-01,30434.47,890544.36,Expired,Monthly,Renewed,R005
POL0010634,C002312,P001,A0092,2021-01-07,2023-01-07,20992.79,485434.82,Cancelled,Annual,Renewed,R002
POL0010635,C009862,P004,A0098,2023-08-09,2024-08-08,8440.1,155135.35,Active,Annual,Not Renewed,R001
POL0010636,C009833,P002,A0038,2023-12-14,2025-12-13,34616.71,826985.18,Active,Monthly,Not Renewed,R005
POL0010637,C007579,P002,A0106,2023-01-12,2024-01-12,34463.35,300537.41,Expired,Annual,Renewed,R003
POL0010638,C012113,P001,A0098,2023-01-25,2024-01-25,17297.52,308022.88,Active,Annual,Renewed,R006
POL0010639,C004532,P002,A0137,2021-03-29,2022-03-29,16808.66,322708.62,Expired,Quarterly,Renewed,R003
POL0010640,C006005,P001,A0099,2025-05-17,2026-05-17,22450.96,424759.3,Active,Annual,Renewed,R006
POL0010641,C010013,P004,A0096,2022-03-06,2023-03-06,5369.47,154029.42,Active,Annual,Renewed,R002
POL0010642,C011697,P004,A0011,2023-02-01,2024-02-01,6582.38,159305.38,Expired,Annual,Not Renewed,R001
POL0010643,C000149,P003,A0034,2026-03-13,2027-03-13,25812.3,309873.68,Expired,Annual,Not Renewed,R001
